degree_type,founder_count
Bcommerce,1
Bdes,1
Bechelor,4
Bechelor of Science in Business ,1
Behavioral Science and Health Ad,1
Berhitung,1
Berkeley Columbia MBA,1
Bilingual Administrative Assista,1
Bilingual Baccalaureat,1
Bilingual Executive Secretarial,1
Bio-Medical Engineering,1
BioMedical Engineering,1
Biochemical Engineering,1
Biochemistry,4
Bioengineer,1
Biology,5
Biology and Economics,1
Biomedical Engineering,1
Biotechnology,1
Biotecnologia,1
Biz Dev Specialization (FEMBA),1
Black Belt 3rd,1
Blogger,1
Bmus,2
Bmus 2:1 (perf),1
Board Certification,3
"Board Certification, ABEM",1
Board Certified,1
Board certification,1
"Board of Directors, Department o",1
BofA,2
Brain research,1
"Bridge Program,",1
Broadcast Journalism,1
Broadcasting,1
Broker/Owner,1
Bs (hons),1
"Bs. Sc., Biochemistry",1
BsCEE,1
BsEng.,1
Bsc,17
Bsc (Eng) (Elec),1
Bsc Computer Science,1
Bsc Hon,1
Bsc Honours,1
Bsc In CSE,1
Bsc with Honors,1
Bsc.,1
Bsc. (GE3),1
Bsc. (Ha),1
Bsc. 1st Class Hons.,1
Bsc. Bus/Admin,1
Bsc. Business Administration,1
Bsc. Business Administration and,1
Bsc. IT,1
Bsc.(CA&IT),1
Bsc.B.Eco,1
Bsc.Computer Engineering,1
Bsc.E,1
Bsc.Eng(Elec),1
"BscCE,",1
BscTe,1
Bsci,1
Bsci Bmed Bsurg,1
Bsiness Degree,1
Burgerlijk Mijnbouwkundig Ingeni,1
Bursary (A-Levels),1
Business,41
Business Admin,2
Business Administration,61
Business Administration (ADE),1
Business Administration - Honour,1
Business Administration Degree,1
Business Administration and Comp,1
Business Administration and Mana,6
Business Administration degree,1
Business Administration in Hotel,1
Business Administration with Spe,1
"Business Administration, Finance",1
Business Administration/Minor Sa,1
Business Adminitration & Marketi,1
Business Adminstration,1
Business Analyst (BA),1
Business Careers Initiative Degr,1
Business Case Program,1
Business Communication,1
Business Degree,7
Business Diploma,1
Business Directors Programme,1
Business Economics,3
Business Economy,1
Business Education,1
Business Engineering,1
Business Engineering Degree,1
Business Entrepreneurship,1
Business Finance,1
Business Honours,1
Business Law,1
Business Management,11
Business Management/Marketing,1
Business Managment,2
Business Marketing,1
Business Mgmnt and Finance,1
Business Plan,1
Business Preparatory classes,1
Business School,2
Business Science,1
Business Science (Hons),1
Business Studies,1
Business Studies Degree,1
Business administration,2
Business administration and hold,1
Business and Management,4
Business degree,4
Business degrees,1
Business of Science,1
Business school,2
"Business, Accounting, Marketing",1
"Business, Executive Program",1
"Business, Marketing",2
Business/Commerce,1
Bussiness Degree,1
"C, C++ Certification",1
C. Ph (MA),1
C.A,3
C.A.G.S.,1
C.P.A.,6
C.Phil,1
C.Phill,1
CA,29
CA (SA),1
"CA (SA), Chartered Accountant",1
CA Graduate Program,1
CA(SA),1
CAC,1
CAD,1
CADE,1
CAM,1
CAO Designer and Conceptor degre,1
CAP,1
CAS,1
CAT,1
CBA,1
CC,1
CCNA,7
CCNA Voice,1
"CCNA, MCSE",1
CCST in Forensic Psychiatry,1
CCST in Psychotherapy: Tavistock,1
CCU Graduate,1
CDL-A,1
CEAG,1
CEAS,1
CEBS,1
CEDT - DEPM,1
CEED degree,1
CEGEP,1
CEI,1
CEMS,1
CEMS MIM,4
CEMS Master,6
CEMS Masters,1
CEO International Business Progr,1
CEP,1
CEPAC,1
CEU,1
CFA,21
CFA Charterholder,3
CFA Institute,1
CFA Institute Investment Managem,1
CFA Level 1,1
CFA Level I,1
CFA Level III,1
CFA charter,1
CFA charterholder,1
"CFA, Finance",1
CFEP,1
CFGS,1
CFM,1
CFP,1
CFS,1
CFT,1
CGA,1
CGD,1
CHP Level 1&2,1
CHRP Designation,1
CIM Diploma,1
CIM Professional Development Awa,1
CIM UK,1
CIMA,5
CINEMA,1
CIPP/IT,1
CIPP/US,1
CIS,3
CISSP,1
CLU,1
CM,1
CMA,3
CMIS,1
COE,1
CP,1
CPA,79
CPA Certificate,1
CPA diploma,1
CPA< CA,1
CPE,2
CPS,1
CS,14
CS&E,1
CS/EE,1
CSAP,1
CSC,2
CSD,1
CSE,2
CSEE,1
CSS,3
CSS / Post Grad,1
CSSLP,1
CSST,1
CST,1
"CTA, Accounting",1
CTAMU,1
CTC,2
CVA,1
CWA,1
Canadian Law,1
Canadian Securities Course,2
Cand Scient,1
Cand. Jur.,1
Cand. Scient.,1
Candidate,1
Career,1
"Categorical Resident, Internal M",1
CeMap,1
Celcius,1
Cert,2
Cert IV Design,1
Cert IV in Information Technolog,1
Cert in Mgmt,1
Cert.,1
Cert. Mgmt.,1
Certificado de Estudios Avanzado,1
Certificat,2
Certificat d'Études Politiques,1
Certificat de formation continue,1
Certificate,119
Certificate (Cert RP),1
Certificate - Economics of Entre,1
"Certificate - MBA studies, MBA o",1
Certificate 3,1
Certificate Continuing Ed,1
Certificate Course,1
Certificate I,1
Certificate III,1
Certificate IV,3
Certificate IV in Information Te,1
Certificate IV in Ministry,1
Certificate Program,8
Certificate Programme,2
Certificate in Business Studies,1
Certificate in E-Commerce,1
Certificate in Enterprise,1
Certificate in Entrepreneurship,1
"Certificate in Investments, Inve",1
Certificate in Novel Wrting,1
Certificate in Project Managemen,1
Certificate in Real Estate Finan,1
Certificate in Web Design,1
Certificate of Citizenship,1
Certificate of Completion,3
Certificate of Economics,1
Certificate of Excellence in Bus,1
Certificate of Fundraising Manag,1
Certificate of Graduate Studies,1
Certificate of Graduation,1
Certificate of Higher Education,1
Certificate of Internet Technolo,1
Certificate of Journalism,1
Certificate of Management of Tec,1
Certificate of Second Education,1
Certificate of Special Studies i,1
Certificate of attendance,1
Certificate program,1
"Certificate, Certificate in Digi",1
"Certificate, Conflict Resolution",1
"Certificate, Courses-internship:",1
"Certificate, PE/VC",1
"Certificate, Project Management",1
Certificated Paralegal,1
Certificated in Project Manageme,1
Certificates,2
Certification,27
Certification  Course,1
Certifications (Level 1-3),1
Certified,4
Certified Administrative Profess,1
Certified Helicopter Flight Inst,1
Certified Management Accountant,1
Certified Property Analyst,1
Certified Property Investor,1
Certified Public Accountant,3
Certified QE-Practitioner,1
Certified Rating Analyst,1
Certified Scrum Master,1
Certified Stanford Project Manag,1
Certified Tester Advanced Level ,1
Certified Tester Foundation Leve,1
Certified Usability Analyst,1
Certified User Experience Analys,1
Certified Wine Professional,1
Certified as Leadership Coach,1
Cetificate,1
ChFC,1
Challenger Pools,1
Change Agent,1
Charted Accountant,1
Charter,1
Chartered Accountancy,3
Chartered Accountant,25
Chartered Accountant (CPA),1
Chartered Accountants,1
Chartered Accounting,1
Chartered Engineer,1
Chartered Financial Analyst,7
Chartered Financial Analyst Char,1
Chartered Institute of Marketing,1
Chartered MCIPD,1
Chartered Management Accountant ,1
Chartered Marketer,1
Chef De Cuisine,1
Chemical Engineering,2
Chemical Engineering (4/6 years ,1
Chemical Engineering (Hons),1
Chemical Engineering Technologis,1
Chemistry degree,1
Chief Residency,1
Chinese Language,1
Chiropractic Physician,1
Choate Fellow,1
Cinematography and Film/Video Pr,1
Civ Ing / M Sc,1
Civil,1
Civil & Structural Engineering,1
Civil Engineer,1
Civil Engineer in Construction,1
Civil Engineering,4
Civiløkonom (HD),1
Class XII,3
Classes Préparatoires,1
Clinical Medicine,1
Cognitive Science,1
College,8
College Degree,1
College Diploma,2
College Dropout,1
College Scholar,1
College degree,2
College of Engineering,1
College of Social Studies,1
Collegial,1
CollÃ¨ge,1
Colégio Técnico de Minas Gerais,1
Combined BA/MA,1
"Combined Social Sciences, Geogra",1
Comercialización,1
Commerce,11
Commercial Engineer,1
Commercial Engineering,1
Commericial Illustration,1
Common Law,1
Communication,2
Communication Design,1
Communication Designer,1
Communications,4
Communications and Media,1
Communications/Journalism,1
Community Counseling,1
CompTIA A+,1
Comparative Literature,1
Completed Corporate Director Cer,1
Completed a Continuing Education,1
Completion for Middlesex,1
Component of Cambridge BA degree,1
Computaion Management,1
Computer,1
Computer Application,3
Computer Applications,1
Computer Engineer,5
Computer Engineerig,1
Computer Engineering,12
Computer Engineering (HarDwarE &,1
Computer Infomration Systems,1
Computer Information Systems,3
Computer Programmer Analyst,1
Computer Programmer/Analyst,1
Computer Programming Course,1
Computer Science,55
Computer Science BA,1
Computer Science Bsc,1
Computer Science Candidate,1
Computer Science Engineer,1
Computer Science Expert Diploma,1
Computer Science and Engineering,1
Computer Science and Entrepreneu,1
Computer Science and Systems Eng,1
Computer Science in Media,1
"Computer Science, Art History, S",1
Computer Sciences,2
Computer Security and Mechanisms,1
Computer science,2
Computer science degree,1
"Computer science, business",1
Computers,3
Computing,3
Computing Architecture,1
Computing engineering,1
Comunicacion Publicitaria,1
"Comunicação, Publicidade & Propa",1
Comupter science,1
Concurrent Degrees,1
Conscript Second Lt,1
Cont.,1
Continued Education Certificate,1
Continuing Education,2
"Continuing Education, Marketing",1
"Continuing Education, Photograph",1
Core Curriculum,1
Core Curriculum for BA/Masters,1
Core Director,1
Corporal,1
Corporate Accounting,1
Corporate Entrepreneurship Certi,1
Corporate Finance,1
Corporate Finance Management,1
Corporate Financial Strategy Pro,1
Corporate Leadership Committee,1
Cost & Management Accountant,2
Course,2
Course (not graduation),1
Course in business appraisal and,1
Course study,1
Coursework,2
Crosspondence,1
Culinary Arts,1
Culinary Arts Degree,1
Culinary Degree,1
Culinary Techniques and Artisana,1
Cum Laude; Distinction in Major ,1
Current Undergraduate,1
Cursus Anglophone,1
D Phil,2
D. Eng. (hc),1
D. Phil,4
D. Phil.,2
D.A.,1
D.Com,1
D.D.S.,1
D.E.C,1
D.E.C.,1
"D.E.C.,",1
D.E.F.,1
D.M.D,1
D.M.D.,1
D.O,1
D.O.,2
D.Phil,10
D.Phil (PhD),1
"D.Phil,",1
"D.Phil, BSc.",1
D.Phil.,4
D.Phill,2
D.Sc,2
D.Sc.,5
D.Sc. (Technology),1
D3,1
DAAD Fellow,1
DAC - Diploma in Advanced Comput,1
DAF Marketing,1
DBA,5
DBM,1
DC,3
DCT,1
DDS,7
DEA,21
DEC,16
DECS,2
DEESMA,1
DEESMI,1
DEFA,1
DEP,1
DES,3
DES (High School),1
DES Droit Public,1
DESCAF,1
DESCF (Equivalent to CPA degree),1
DESMA,1
DESS,14
DESS Degree,1
"DESS, Fiscalité",1
DEUG,4
DEUG (niveau),1
DEUG MASS,1
"DEUG,",1
DEUST MIALI,1
DGTIC,1
DHS,1
"DHS, M Sc. in Economics and Busi",1
DI,1
DI (FH),4
DIGITAL MARKETING,1
DIHM,2
DIP,1
DIP.,1
DIPL-ING,27
DIPLOMA,5
DIPLOMA IN ENGINEERING,1
DIpl.Kfm,1
DM,1
DM.Sc.,1
DMA,1
DMD,2
"DMD, Dental Medicine",1
DME,1
DNF,2
DO,1
DPA,1
DPM,1
DPME,1
DPhil,7
"DPhil, Biomedical Engineering",1
"DPhil, DSc, Chemistry",1
DPhill,1
DRMI,1
DRS,1
DS,1
DSc,1
DSc honoris causa,1
DSc.,1
DU,1
DUAD,1
DUT,5
DUT Computer Science,1
"DUT, GEA",1
DVM,6
DVM / PhD,1
"DVM, MS",1
DWS,1
Data Processing,1
Datafagtekniker,1
Datamatiker,2
Datanomi,1
Datanomi Degree,1
Dean's Scholar,1
Decoration,1
Degree,1437
Degree BEng,1
Degree IT Major,1
Degree in Bachelor of Arts,1
Degree in Brewing Technology,1
Degree in Business and German,1
Degree in Commerce,1
Degree in Economics,1
Degree in Mathematics and Comput,1
Degree in Medicine,1
Degree of Risk Prevention,1
Degree&Master,1
"Degree, Management",1
Degrees,7
Delegate,1
Delhi Senior School Certificate ,1
Dentistry,2
Department of Surgery,1
Department of radiation oncology,1
Dermatology,1
Design,3
Design Essentials,1
Design and Promotion,1
Digital Art & Design Diploma,1
Digital Enterprise Management,1
Digital Marketing,3
Digital Media,1
Digital Media Designer for Digit,1
Digital Media Marketing,1
Dip HI (Distinction),1
Dip LP,1
Dip Law Solicitors & Barristers ,1
Dip Pharm Med,1
Dip-Ing,1
Dip.M,1
"Dip.M., Marketing",1
DipA,1
"DipCG, Computer Graphic Design",1
DipFS (FP),1
DipHe,1
DipM,1
DipSI,1
Dipcom (with Distinction),1
Dipl,1
Dipl Oec,1
Dipl- Wi.Ing.,1
Dipl-Kfm (MSc),1
Dipl. BWL,1
Dipl. Betriebswirt,1
Dipl. Betriebswirt (FH),1
Dipl. Bus,1
Dipl. Inf,1
Dipl. Inf.,2
Dipl. Ing. (FH),2
Dipl. Kfm,2
Dipl. Kfm.,2
Dipl. Kfm. & MBA,1
Dipl. Kfm. (FH) / B.Comm.,1
Dipl. Math. (FH),1
Dipl. Oec,1
Dipl. Wi. ing.,1
Dipl. Wirt. Ing. (FH),1
Dipl. rer. oec,1
Dipl.-Eng.,1
Dipl.-Inf. Univ.,1
Dipl.-Inform.Wirt.,1
Dipl.-Ing (MSc),1
Dipl.-Ing. (FH),3
Dipl.-Ing. (M.Sc.),1
Dipl.-Ing. (MSc),1
"Dipl.-Ing., Computer Science",2
"Dipl.-Ing., Electronics",1
Dipl.-Kfm,1
Dipl.-Kfm.,2
"Dipl.-Kfm., M.A., Business Admin",1
Dipl.-Wirtsch. Ing,1
Dipl.Eng,1
Dipl.Eng.,1
Dipl.Kfm.,1
Dipl.Phys.,1
Diplma,1
Diplom,26
Diplom  Oekonom,1
Diplom (Bachelor++),1
Diplom (MS),1
Diplom (MSc equivalent),1
Diplom Betriebswirt (FH),1
Diplom Informatik,1
Diplom Informatiker,1
Diplom Informatiker (FH),1
Diplom Ingenieur,2
Diplom Kaufman,1
Diplom Kaufmann,8
Diplom Kaufmann (M.B.A. equivale,1
Diplom Medienwissenschaftlerin,1
"Diplom Wirtschafts Ingenieur, Me",1
Diplom Wirtschaftsingenieur,1
Diplom der Informatik,1
Diplom  Volkswirt,1
Diplom-Betriebswirt,2
Diplom-Betriebswirt (FH),1
Diplom-Informatiker (equivalent ,1
Diplom-Ingenieur,2
Diplom-Journalist,1
"Diplom-Kauffmann, International ",1
Diplom-Kauffrau,1
"Diplom-Kauffrau, Wirtschaftswiss",1
Diplom-Kaufmann,9
"Diplom-Kaufmann (MSc), Finance, ",1
"Diplom-Kaufmann, MIM (Master of ",1
Diplom-Oecotrophologin,1
Diplom-Volkswirt,1
"Diplom-Wirtschaftsingenieur, Bus",1
Diplom/MS,1
Diploma,431
Diploma (BA),1
Diploma (FH),1
Diploma (M.Sc.),1
Diploma (MSc),1
Diploma (Master),2
Diploma (PGDip LP),1
Diploma 2° livello,1
Diploma ;-),1
Diploma Chartered Institute of M,1
Diploma Degree,1
Diploma IT,1
Diploma M.Sc.,1
Diploma Maturità Classica,1
Diploma MechEng,1
Diploma Of Associate Engineer,1
Diploma cum laude,1
Diploma degree,1
Diploma di Eccellenza Universita,1
Diploma di Scuola Secondaria di ,1
Diploma di maturita',1
Diploma di maturita' scientifica,2
Diploma equal to BA,1
Diploma in Accounting,1
Diploma in Advanced Management,1
Diploma in BA,1
Diploma in Business Administrati,2
Diploma in Business Computing,1
Diploma in Business Management,1
Diploma in Collegial Studies,1
Diploma in Computer Engineering,1
Diploma in Computerized Financia,1
Diploma in Datametrics,2
Diploma in Engineering,1
Diploma in European Institutions,1
Diploma in Graphic Design,1
Diploma in Higher Applied Studie,1
Diploma in Hotel Management,1
Diploma in Information Technolog,1
Diploma in Law,1
Diploma in Sociology,1
Diploma in Textile Technology,1
Diploma in business administrati,1
Diploma of College Studies,1
Diploma of General practitioner,1
Diploma of Higher Education,1
Diploma of Imperial College,1
Diploma of Information Technolog,2
Diploma of Multimedia,1
Diploma of Technology,2
Diploma on Logistics Management,1
Diploma w/ Honors,1
Diploma with Honours,1
Diploma(German Master equivalent,1
"Diploma, PhD",1
"Diploma,MSC",1
"Diploma/ Master, Mathematical Fi",1
Diploma/Associate Degreee,1
Diplomad,1
Diplomado,2
"Diplomado de Gestion Cultural, g",1
"Diplomado diseño, evaluación y g",1
Diplomado en Concentración de Ne,1
Diplomat,1
Diplomate,1
Diplomatura,1
Diplome,3
Diplome d'Architecte (DESA),1
Diplome d'Ingenieur,1
"Diplome d'ingenieur, Industrial ",1
Diplomierter,1
Diplomkauffrau University degree,1
Diplomkaufmann,1
"Diplomkaufmann, Finance",1
DiplÃ´me d'IngÃ©nieur,1
Diplôme,1
Diplôme ESC,1
Diplôme Grandes Écoles,1
Diplôme d'Ingénieur,3
Diplôme d'ingénieur,2
Diplôme d'études collégiales,1
Diplôme de l'Institut d'Etudes P,1
Diplôme dÉtudes Supérieures Eur,1
Dipmkt,1
Direccion de marketing y comerci,1
Director,1
Director Education Program,1
Directors Education Program,1
Directors Education Program,1
Diseño,1
Distance Education,1
Distance Learning,1
Distinction,1
Doc.,1
Docteur,1
Doctor,9
Doctor (BS Hons),1
Doctor Honoris,1
Doctor Of Philosophy (Ph.D.),1
Doctor of Business Administratio,1
Doctor of Chiropractic,1
Doctor of Commerce degree (Honor,1
Doctor of Dental Medicine,2
Doctor of Dental Surgery,1
Doctor of Economics,1
Doctor of Education (Ed.D.),1
Doctor of Education Leadership,1
Doctor of Humane Letters Degree,1
Doctor of Jurisprudence,2
Doctor of Law,7
Doctor of Law (J.D.,1
Doctor of Law (J.D.),12
"Doctor of Law (J.D.), cum laude",1
Doctor of Law (JD),16
Doctor of Laws,1
Doctor of Liberal Arts,1
Doctor of Literature,1
Doctor of Management,1
Doctor of Medical Sciences,1
Doctor of Medicine,14
Doctor of Medicine (M.D.),4
"Doctor of Medicine (M.D.), Medic",1
Doctor of Medicine (MD),8
Doctor of Medicine degree,2
Doctor of Musical Arts,1
Doctor of Optometry,1
Doctor of Pharmacy,5
Doctor of Pharmacy (Pharm.D.),1
Doctor of Philosophy,21
Doctor of Philosophy (Ph.D.),9
Doctor of Philosophy (PhD),17
Doctor of Philosophy (PhD) (Cand,1
"Doctor of Philosophy (PhD), Biop",1
"Doctor of Philosophy,",1
Doctor of Physical Therapy,1
Doctor of Public Service,1
Doctor of Science,5
Doctor of Veterinary Medicine,1
Doctor of Veterinary Medicine ma,1
Doctoral,9
Doctoral Certificate,1
Doctoral Degree,8
Doctoral Studies,1
Doctorals,1
Doctorandus,1
Doctorandus Degree,1
Doctorat,1
Doctorate,6
Doctorate (DPhil),1
Doctorate Degree,13
Doctorate Degrees,1
Doctorate and Master of Science,1
Doctorate degree,2
Doctorate in Business administra,1
Doctorate in Health Administrati,1
Doctorate in Medicine,1
Doctorate in dental surgery,1
Doctorate of Law,1
Doctorate of Management,2
Doctorate of Medicine,2
Doctorate of Medicine Degree,1
Doctorate of Natural Sciences de,1
Doctorate of Philosophy,1
Doctorate of Science,1
Doctorates,2
Doctortate Summer Progra,1
Doctory of Law,1
Doctrate,2
Doktor,3
Doktor der Ingenieurwissenschaft,1
Doktor jur.,1
Double,1
"Double B.A.,",1
Double B.S.,1
Double BA,2
Double BA+Minor,1
Double Bachelor,1
Double Bachelors,1
Double Degree,3
Double Degree - 3rd in FT rankin,1
"Double Degree, Diplom, BSc, Busi",1
Double First Class,1
Double First Class Honours,1
Double Major,2
Double Masters,1
"Double, Bachelors",1
Doutorado,1
Dr Tech,1
Dr-ing,1
Dr.,10
Dr. Degree,1
Dr. Eng (MSME),1
Dr. Ing,1
Dr. Philos,1
Dr. Tech. (Ph.D.),1
Dr. iur,1
Dr. med,2
Dr. oec,1
Dr. rer. med.,1
Dr. rer. nat,2
Dr. rer. nat.,3
Dr.-Ing,1
Dr.-Ing degree,1
Dr.Sc.Nat,1
Dr.Tech,1
Dr.disc.pol.,1
Dr.rer.nat.,1
DrPH,1
Dramaturgy accelerated program,1
Dropped out after 2 years,1
Drs,2
Drs.,1
"Dual (B.Tech, M.Tech)",1
Dual B.S,1
Dual B.S.,1
Dual BA,1
Dual BA with Honors,1
Dual BS,3
"Dual BS, BA",1
Dual Bachelor of Fine Arts,1
Dual Bsci: Mech Eng + Comp Sci,1
Dual Degree,1
Dual Degree (B.Tech and M.Tech),1
Dual Degrees (Hons),1
Dual M.S.,1
Dual S.B,1
Dual S.B.,1
Ducktorate,1
E- Business y Nuevos Modelos de ,1
E. Dhe. (Hon.),1
E.Eng.,1
E.T.S.,1
E4,1
EBS Diploma,1
ECE,1
ECLA,1
ECONOMICS,1
ECONOMISTA,1
EDP,5
"EDP, Executive Development Progr",1
EE,7
EE Major,1
EE and a BSc,1
EECS,6
EEE,1
EEF Foundations Summer School,1
EEM,1
EET,4
"EFREI, Master of Science",1
EJD,2
ELDP,1
ELECTRICAL ENGG.,1
ELP,1
EMB - Post-Grad,1
EMBA,4
EMBA / EMIM,1
EMLE,1
EMM Masters,1
EMT-B,1
ENSIMAG Engineer,1
ENSM,1
EPAF,1
EPC,1
EPGC,2
EPGDIBM,1
EPGDM,1
EPIB,1
EPIC HIM Project Analyst,1
EPSCM,1
EPSO,3
ERASMUS,2
ERP,1
ESBM,1
ESC,1
ESCP diploma,1
ESL course,1
ESSEC,2
EU Scholarship,1
Early Childhood Education,1
Ecole de commerce,1
Economic Development Institute,1
Economic Mayor,1
Economics,23
Economics & Finance,1
Economics & International Relati,1
Economics (Dipl. oec.),1
Economics Degree,1
Economics and Business Administr,1
Economics and Law,1
Economics and Management,1
Economics and Political Science,1
Economics and Resource Managemen,1
"Economics, Accountancy, Computer",1
Economist,3
Economist-manager,1
Economía,1
Ed. M,1
Ed. Masters,1
Ed.D,2
Ed.D.,2
Ed.M,5
Ed.M.,5
Ed.S.,1
EdD,1
EdM,5
Education Abroad Program,1
Education and Accounting degree.,1
Education and Library Masters,1
Eidg. Diploma,1
Eidgenössische Dipl. Marketingpl,1
Ekonom,1
El Instituto Panamericano de Alt,1
Electric Engineering,1
Electrical & Computational Engin,1
Electrical & Computer Engineerin,1
Electrical & Electronic Engineer,1
Electrical Engineer,1
Electrical Engineering,22
Electrical Engineering Computer ,1
Electrical Engineering Degree,2
Electrical Engineering Technolog,1
Electrical Engineering and Busin,1
Electrical Engineering and Compu,1
Electrical Engineering degree,1
Electrical and Computer Engineer,5
Electrical and Electronic Engine,1
Electrical and Electronics Engin,2
Electrical and informatic,1
Electronic Engineer,1
Electronic Engineering,1
Electronics,3
Electronics & Communication,1
Electronics & Communications eng,1
Electronics Engineering,1
Electronics Technical Engineerin,1
Electronics and Communications E,1
Elektro-Technischer Assistent,1
Elementary & High School,1
Elementary School,1
Elève,1
Emergency Medicine,2
Emerson College,1
Emphasis,1
Energy Engineering,1
Energy Management & Design certi,1
Eng,2
Eng Hons,1
Eng.,2
EngD,1
EngD (pending),1
Engeneer,1
Engeneering,3
Engeneering / Bachelor,1
Engener,1
Engenheiro,1
Engg.,1
Engineer,101
Engineer (Burgerlijk Ingenieur),1
Engineer (MSc),1
Engineer Degree,1
"Engineer Diploma, Grade I",1
Engineer degree,1
Engineer with a Double Degree,1
Engineer's Degree,2
Engineer's degree,8
Engineer's degreec,1
Engineering,112
Engineering (B.Tech),1
Engineering (Hons2A),1
Engineering Degree,10
Engineering Diploma,1
Engineering Doctorate,2
Engineering Graduate,1
Engineering Management,1
Engineering Physics,1
Engineering School/MS,1
Engineering and Economics,1
Engineering degree,2
Engineering degree (B.E.),1
Engineering degree (Swedish pre-,1
"Engineering degree, IT, Finance",1
"Engineering, Software",1
Enginnering,1
Enginyeria Industrial,1
English,1
English Hons,1
English Literature,1
Ensino Fundamental e Médio,1
Enterprise Engineer,1
Entertainment Business,1
Entrepeneurship Network Program,1
Entrepreneur,1
Entrepreneurial Management,1
Entrepreneurial Masters Program,3
Entrepreneurialship,1
Entrepreneurship,10
"Entrepreneurship Certificate, Bu",1
Entrepreneurship Development Pro,4
Entrepreneurship Program,1
"Entrepreneurship, Organizational",1
Env. Economics,1
"Environmental Science, Land Recl",1
Erasmus,6
Erasmus Exchange,1
Erasmus Exchange Program,1
Erasmus Exchange Programme,1
Erasmus Mundus Masters Program,1
Erasmus Scholarship,1
Erasmus exchange,1
Erasmus exchange programme,1
Esp.,1
Español como Lengua Extranjera N,1
Especialista en Gerencia de Merc,1
"European Economics, European Law",1
European Engineer / European Mas,1
European Exchange Program,1
European Law,1
European MBA,1
European Master,1
Exchange,8
Exchange (Master),1
Exchange Program,3
Exchange Semester,1
Exchange Student,1
Exchange Studies,1
Exchange program,3
"Exchange program, Electrical and",1
Exchange programme,1
Exchange student,1
Exec Ed,2
Exec Ed Course,1
Exec Edu,1
"Exec Education, Entrepreneurial ",1
Exec MBA,1
Exec Program,1
Exec Programme,2
Exec. Ed,1
Exec. Ed.,1
ExecEd,1
Exective Development Program,1
Executive,4
Executive Business Administratio,1
Executive Certificate,5
Executive Certificate in Innovat,1
Executive Certificiate,1
Executive Course,2
Executive Deg.,1
Executive Development Program,3
Executive Diploma,1
Executive Education,31
Executive Education (Certificate,1
Executive Education - Value Inve,1
Executive Education Program,5
Executive Education Programme,1
"Executive Education, Influence a",1
Executive Eduction,1
Executive Educvation Programme,1
Executive Extension,1
Executive Finance Program,1
Executive Human Resources Certif,1
Executive Integral Leadership Pr,1
Executive International MBA,1
Executive Leadership Certificate,1
Executive Leadership Program,1
Executive Leadership Programme,1
Executive Level Program,1
Executive M.S.,1
Executive MBA,1
Executive MBA (EXPECTED),1
Executive MBA Certificate,1
Executive MBA Program,1
Executive MBA international exch,1
Executive MBA program,1
Executive Management,1
Executive Management - M&A,1
Executive Management Certificate,1
Executive Management Degree,1
Executive Management Program,2
"Executive Management Program, Ma",1
Executive Management Training,1
Executive Management course,1
Executive Marketing Program,1
Executive Master,5
Executive Master Public Manageme,1
Executive Master en Comunicación,1
Executive Master in Management (,1
Executive Master of Business Adm,2
Executive Master of Finance,1
Executive Masters,2
Executive Masters (Non Degree),1
Executive Masters of Science in ,1
Executive Mini MBA Program,1
Executive Mini-MBA Program,1
Executive Negotiation MBA Course,1
Executive Program,24
Executive Program for Growing Co,2
Executive Program in Growth Mana,1
"Executive Program, Srategic Mark",1
Executive Programme,1
Executive Summer Course,1
Executive Training Programme Kor,1
Executive Women's Leadership,1
Executive education,1
Executive program,3
Executve Program,1
Exercise Science,1
Exexcutive Master,1
Exhange Programme,1
Experiential executive education,1
Expert,1
Expert Comptable,1
"Expert, Cooperation and Developm",1
"Expert, Intermet as a learning e",1
Extension,3
Extension - Certificate,1
Extension Course,1
Extension Program,1
External studies,1
F.C.A,1
FAA license,1
FAICD,1
FANFE Executive Education Progra,1
FCA,6
FCE,1
FCMA,1
FCS,1
FCSI,1
FDA,1
FEMA Incident Management NIMS Ce,1
FFA,1
FGF,1
FRACGP,1
FRCPsych,1
FSV,1
FTI,1
Facial Plastic Surgery Fellowshi,1
Fashion,1
Fashion Design,2
Fashion designer,1
FdA,3
FdA Design Practice,1
Fellow,5
Fellow Chartered Accountant,1
Fellows Class III,1
Fellowship,23
Fellowship in Facial Plastic and,1
Fellowship in Plastic Surgery,1
Fellowship of Emergency Medicine,1
"Fellowship, Cardiovascular Disea",1
"Fellowship, Interventional Cardi",1
"Fellowship, Interventional Radio",1
Field Engineer,1
Fil kand,1
Fil.Lic.,1
Film,1
"Film Direction, Film Making",1
Film and Television,1
Final year,1
Finalist,1
Finance,23
Finance & Management,1
Finance & Marketing,1
Finance (Major) and Information ,1
Finance / Marketing,1
Finance Degree,1
Finance and Accounting,1
Finance and Accounting executive,1
Finance and Economics,1
Finance and Management,1
Finance with an emphasis in Risk,1
"Finance, Management, Internation",1
Finance/Accounting,1
"Finance/MIS , Finance, MIS, CIS,",1
"Financial Analysis, 4.0",1
Financial Information System,1
Financial Management,1
Financial Technology,1
Fine Art/Art,1
Fine Arts,1
Fine art,1
First Aid Certificate,1
First Class,2
First Class B.Eng. with Honors,1
First Class Degree,3
First Class Honours,7
First Class Honours Degree,1
First Class degree,1
First Class with Honours,1
First Degree,1
First Legal State examination,1
First Level Degree,1
